LGA,Year,admin1Name,Cases,Cases_SuspectedUnconfirmed,Reports_All,Any_Confirmed_Cases,Source,NumDiagCentres,LabDist,LabTravelTime,TotalPopulation_ByYear,AgriProp_ESA,UrbanProp_ESA,ForestProp_ESA,LGAarea_km2,x,y,PrecipMeanAnnual_2011_2019_CHIRPS,PrecipMeanWettest_2011_2019_CHIRPS,PrecipMeanDriest_2011_2019_CHIRPS,PrecipMonthlyCoefv_2011_2019_CHIRPS,TempMeanAnnual_201119_NOAA,TempMonthlyCoefv_201118_NOAA,CHELSA_TempAnnualMean,CHELSA_TempSeasonality,CHELSA_TempMeanWarmestQ,CHELSA_PrecipTotalAnnual,CHELSA_PrecipSeasonality,CHELSA_PrecipWettestQ,CityTravTime_Mean,HospitalDist_mean_km,HealthFacilityDist_mean_km,TotalPop2015,PopDens2015,TotalUrbanPop2015,TotalRuralPop2015,TotalPop2015_PropUrban,ImprovedHousingPrev_PopWeighted,Cropland_prop_ESA2015,Agri_prop_ESA2015,Urb_prop_ESA2015,Forest_prop_ESA2015,PovertyProp_Mean,PovertyProp_PopWeighted,Hospital_TravelTime,AllHealthFacility_TravelTime
Aba South,2014,Abia,0,0,0,0,WER,2,223.4224468,157.5680847,490485.1504,0.2872807018,0.6425438596,0.04824561404,43.29821199,7.35213138,5.08321853,2297.660544,382.8917688,17.62946824,0.6229889675,27.16562678,0.03772805507,25.54615385,101.8980769,27.00192308,2214.576923,65,998.4615385,0.3653846154,12.16003172,1.383540787,599415.5796,13894.87638,599415.5796,0,1,0.7407657767,0.1513157895,0.2828947368,0.649122807,0.04824561404,0.3138283113,0.259070491,12.3152132,1.658803225
Aba South,2015,Abia,0,0,0,0,WER,2,223.4224468,157.5680847,506022.5341,0.2828947368,0.649122807,0.04824561404,43.29821199,7.35213138,5.08321853,2297.660544,382.8917688,17.62946824,0.6229889675,27.16562678,0.03772805507,25.54615385,101.8980769,27.00192308,2214.576923,65,998.4615385,0.3653846154,12.16003172,1.383540787,599415.5796,13894.87638,599415.5796,0,1,0.7407657767,0.1513157895,0.2828947368,0.649122807,0.04824561404,0.3138283113,0.259070491,12.3152132,1.658803225
Aba South,2016,Abia,0,0,0,0,WER,2,223.4224468,157.5680847,517440.7676,0.2236842105,0.7302631579,0.03947368421,43.29821199,7.35213138,5.08321853,2297.660544,382.8917688,17.62946824,0.6229889675,27.16562678,0.03772805507,25.54615385,101.8980769,27.00192308,2214.576923,65,998.4615385,0.3653846154,12.16003172,1.383540787,599415.5796,13894.87638,599415.5796,0,1,0.7407657767,0.1513157895,0.2828947368,0.649122807,0.04824561404,0.3138283113,0.259070491,12.3152132,1.658803225
Aba South,2017,Abia,0,0,0,0,SitRep_1,3,223.4224468,157.5680847,531568.7761,0.2236842105,0.7302631579,0.03947368421,43.29821199,7.35213138,5.08321853,2297.660544,382.8917688,17.62946824,0.6229889675,27.16562678,0.03772805507,25.54615385,101.8980769,27.00192308,2214.576923,65,998.4615385,0.3653846154,12.16003172,1.383540787,599415.5796,13894.87638,599415.5796,0,1,0.7407657767,0.1513157895,0.2828947368,0.649122807,0.04824561404,0.3138283113,0.259070491,12.3152132,1.658803225
Aba South,2018,Abia,0,1,1,0,SitRep_2,4,162.6379216,128.1964569,547566.7669,0.2236842105,0.7302631579,0.03947368421,43.29821199,7.35213138,5.08321853,2297.660544,382.8917688,17.62946824,0.6229889675,27.16562678,0.03772805507,25.54615385,101.8980769,27.00192308,2214.576923,65,998.4615385,0.3653846154,12.16003172,1.383540787,599415.5796,13894.87638,599415.5796,0,1,0.7407657767,0.1513157895,0.2828947368,0.649122807,0.04824561404,0.3138283113,0.259070491,12.3152132,1.658803225
Aba South,2019,Abia,0,0,0,0,SitRep_2,5,162.6379216,128.1964569,561563.3246,0.2236842105,0.7302631579,0.03947368421,43.29821199,7.35213138,5.08321853,2297.660544,382.8917688,17.62946824,0.6229889675,27.16562678,0.03772805507,25.54615385,101.8980769,27.00192308,2214.576923,65,998.4615385,0.3653846154,12.16003172,1.383540787,599415.5796,13894.87638,599415.5796,0,1,0.7407657767,0.1513157895,0.2828947368,0.649122807,0.04824561404,0.3138283113,0.259070491,12.3152132,1.658803225
Abadam,2012,Borno,0,0,0,0,WER,2,1076.124729,838.0458374,120156.0572,0.1877816843,0,0.0003067557045,3916.249244,13.3229003,13.4288348,316.6429366,137.8750864,0,1.658658633,29.32010454,0.1295961359,28.29721454,372.4807782,33.23793323,273.2447374,171.1949819,336.0567723,125.1634779,33.68786485,13.95199453,123860.8304,31.64938108,779.1391192,123081.6913,0.006290439978,0.05765456336,0.07043582907,0.1904952925,0,0.0003067557045,0.7672359535,0.7342687171,116.5249481,68.91239166
Abadam,2013,Borno,0,0,0,0,WER,2,1076.124729,838.0458374,124223.3493,0.1877816843,0,0.0003067557045,3916.249244,13.3229003,13.4288348,316.6429366,137.8750864,0,1.658658633,29.32010454,0.1295961359,28.29721454,372.4807782,33.23793323,273.2447374,171.1949819,336.0567723,125.1634779,33.68786485,13.95199453,123860.8304,31.64938108,779.1391192,123081.6913,0.006290439978,0.05765456336,0.07043582907,0.1904952925,0,0.0003067557045,0.7672359535,0.7342687171,116.5249481,68.91239166
Abadam,2014,Borno,0,0,0,0,WER,2,1076.124729,838.0458374,128325.9878,0.1904952925,0,0.0003067557045,3916.249244,13.3229003,13.4288348,316.6429366,137.8750864,0,1.658658633,29.32010454,0.1295961359,28.29721454,372.4807782,33.23793323,273.2447374,171.1949819,336.0567723,125.1634779,33.68786485,13.95199453,123860.8304,31.64938108,779.1391192,123081.6913,0.006290439978,0.05765456336,0.07043582907,0.1904952925,0,0.0003067557045,0.7672359535,0.7342687171,116.5249481,68.91239166
Abadam,2015,Borno,0,0,0,0,WER,2,1076.124729,838.0458374,132653.8956,0.1904952925,0,0.0003067557045,3916.249244,13.3229003,13.4288348,316.6429366,137.8750864,0,1.658658633,29.32010454,0.1295961359,28.29721454,372.4807782,33.23793323,273.2447374,171.1949819,336.0567723,125.1634779,33.68786485,13.95199453,123860.8304,31.64938108,779.1391192,123081.6913,0.006290439978,0.05765456336,0.07043582907,0.1904952925,0,0.0003067557045,0.7672359535,0.7342687171,116.5249481,68.91239166
Abadam,2016,Borno,0,0,0,0,WER,2,1076.124729,838.0458374,137161.0352,0.2012789353,0,0.0003067557045,3916.249244,13.3229003,13.4288348,316.6429366,137.8750864,0,1.658658633,29.32010454,0.1295961359,28.29721454,372.4807782,33.23793323,273.2447374,171.1949819,336.0567723,125.1634779,33.68786485,13.95199453,123860.8304,31.64938108,779.1391192,123081.6913,0.006290439978,0.05765456336,0.07043582907,0.1904952925,0,0.0003067557045,0.7672359535,0.7342687171,116.5249481,68.91239166
Abadam,2017,Borno,0,0,0,0,SitRep_1,3,806.3899538,650.4042969,141863.4289,0.2090894075,0,0.0003067557045,3916.249244,13.3229003,13.4288348,316.6429366,137.8750864,0,1.658658633,29.32010454,0.1295961359,28.29721454,372.4807782,33.23793323,273.2447374,171.1949819,336.0567723,125.1634779,33.68786485,13.95199453,123860.8304,31.64938108,779.1391192,123081.6913,0.006290439978,0.05765456336,0.07043582907,0.1904952925,0,0.0003067557045,0.7672359535,0.7342687171,116.5249481,68.91239166
Abadam,2018,Borno,0,0,0,0,SitRep_2,4,806.3899538,650.4042969,146627.0535,0.2120625782,0,0.0004955284457,3916.249244,13.3229003,13.4288348,316.6429366,137.8750864,0,1.658658633,29.32010454,0.1295961359,28.29721454,372.4807782,33.23793323,273.2447374,171.1949819,336.0567723,125.1634779,33.68786485,13.95199453,123860.8304,31.64938108,779.1391192,123081.6913,0.006290439978,0.05765456336,0.07043582907,0.1904952925,0,0.0003067557045,0.7672359535,0.7342687171,116.5249481,68.91239166
Abadam,2019,Borno,0,0,0,0,SitRep_2,5,806.3899538,650.4042969,151642.8828,0.2120625782,0,0.0004955284457,3916.249244,13.3229003,13.4288348,316.6429366,137.8750864,0,1.658658633,29.32010454,0.1295961359,28.29721454,372.4807782,33.23793323,273.2447374,171.1949819,336.0567723,125.1634779,33.68786485,13.95199453,123860.8304,31.64938108,779.1391192,123081.6913,0.006290439978,0.05765456336,0.07043582907,0.1904952925,0,0.0003067557045,0.7672359535,0.7342687171,116.5249481,68.91239166
Abaji,2012,Federal Capital Territory,0,0,0,0,WER,2,240.6182766,202.9798889,105682.1062,0.3624971777,0.00158049221,0.2999548431,831.9772947,6.84732542,8.82581236,1166.898601,274.4680901,0.177823696,0.9533495648,27.19809963,0.05853676098,27.18207739,171.4380855,29.97912424,1186.533605,88.35947047,669.700611,41.57707911,19.4498852,4.101440918,50070.11232,60.26360494,4566.325067,45503.78725,0.09119861841,0.1789614953,0.2220591556,0.3679160081,0.002257846015,0.3004064123,0.6020368549,0.5738870982,42.22710037,18.65874863
Abaji,2013,Federal Capital Territory,0,0,0,0,WER,2,240.6182766,202.9798889,116271.8372,0.368254685,0.001919169113,0.3004064123,831.9772947,6.84732542,8.82581236,1166.898601,274.4680901,0.177823696,0.9533495648,27.19809963,0.05853676098,27.18207739,171.4380855,29.97912424,1186.533605,88.35947047,669.700611,41.57707911,19.4498852,4.101440918,50070.11232,60.26360494,4566.325067,45503.78725,0.09119861841,0.1789614953,0.2220591556,0.3679160081,0.002257846015,0.3004064123,0.6020368549,0.5738870982,42.22710037,18.65874863
Abaji,2014,Federal Capital Territory,0,0,0,0,WER,2,240.6182766,202.9798889,126930.0141,0.3680289004,0.002144953714,0.3004064123,831.9772947,6.84732542,8.82581236,1166.898601,274.4680901,0.177823696,0.9533495648,27.19809963,0.05853676098,27.18207739,171.4380855,29.97912424,1186.533605,88.35947047,669.700611,41.57707911,19.4498852,4.101440918,50070.11232,60.26360494,4566.325067,45503.78725,0.09119861841,0.1789614953,0.2220591556,0.3679160081,0.002257846015,0.3004064123,0.6020368549,0.5738870982,42.22710037,18.65874863
Abaji,2015,Federal Capital Territory,0,0,0,0,WER,2,240.6182766,202.9798889,138036.7597,0.3679160081,0.002257846015,0.3004064123,831.9772947,6.84732542,8.82581236,1166.898601,274.4680901,0.177823696,0.9533495648,27.19809963,0.05853676098,27.18207739,171.4380855,29.97912424,1186.533605,88.35947047,669.700611,41.57707911,19.4498852,4.101440918,50070.11232,60.26360494,4566.325067,45503.78725,0.09119861841,0.1789614953,0.2220591556,0.3679160081,0.002257846015,0.3004064123,0.6020368549,0.5738870982,42.22710037,18.65874863
Abaji,2016,Federal Capital Territory,0,0,0,0,WER,2,240.6182766,202.9798889,149779.3976,0.3694965003,0.002257846015,0.3026642583,831.9772947,6.84732542,8.82581236,1166.898601,274.4680901,0.177823696,0.9533495648,27.19809963,0.05853676098,27.18207739,171.4380855,29.97912424,1186.533605,88.35947047,669.700611,41.57707911,19.4498852,4.101440918,50070.11232,60.26360494,4566.325067,45503.78725,0.09119861841,0.1789614953,0.2220591556,0.3679160081,0.002257846015,0.3004064123,0.6020368549,0.5738870982,42.22710037,18.65874863
Abaji,2017,Federal Capital Territory,0,0,0,0,SitRep_1,3,75.89413113,87.6609726,162025.1554,0.3706254233,0.002257846015,0.3100022578,831.9772947,6.84732542,8.82581236,1166.898601,274.4680901,0.177823696,0.9533495648,27.19809963,0.05853676098,27.18207739,171.4380855,29.97912424,1186.533605,88.35947047,669.700611,41.57707911,19.4498852,4.101440918,50070.11232,60.26360494,4566.325067,45503.78725,0.09119861841,0.1789614953,0.2220591556,0.3679160081,0.002257846015,0.3004064123,0.6020368549,0.5738870982,42.22710037,18.65874863
Abaji,2018,Federal Capital Territory,0,0,0,0,SitRep_2,4,75.89413113,87.6609726,178208.4744,0.3702867464,0.002257846015,0.3284037029,831.9772947,6.84732542,8.82581236,1166.898601,274.4680901,0.177823696,0.9533495648,27.19809963,0.05853676098,27.18207739,171.4380855,29.97912424,1186.533605,88.35947047,669.700611,41.57707911,19.4498852,4.101440918,50070.11232,60.26360494,4566.325067,45503.78725,0.09119861841,0.1789614953,0.2220591556,0.3679160081,0.002257846015,0.3004064123,0.6020368549,0.5738870982,42.22710037,18.65874863
Abaji,2019,Federal Capital Territory,0,0,0,0,SitRep_2,5,75.89413113,87.6609726,196850.5918,0.3702867464,0.002257846015,0.3284037029,831.9772947,6.84732542,8.82581236,1166.898601,274.4680901,0.177823696,0.9533495648,27.19809963,0.05853676098,27.18207739,171.4380855,29.97912424,1186.533605,88.35947047,669.700611,41.57707911,19.4498852,4.101440918,50070.11232,60.26360494,4566.325067,45503.78725,0.09119861841,0.1789614953,0.2220591556,0.3679160081,0.002257846015,0.3004064123,0.6020368549,0.5738870982,42.22710037,18.65874863
Abak,2012,Akwa Ibom,0,0,0,0,WER,2,258.8296436,192.6459503,165152.4652,0.5781333333,0.0144,0.4026666667,178.1666712,7.7715411,5.02206074,2465.181808,389.3544983,15.30458159,0.5907657215,27.61057291,0.03840678108,25.52679426,102.2148325,26.93779904,2392.181818,64.14832536,1046.311005,8.751196172,4.823476026,2.064928891,162025.6208,911.7347986,148968.1107,13057.5101,0.9194108312,0.5551910223,0.3557333333,0.5744,0.01813333333,0.4026666667,0.5532713729,0.5509153871,10.05460262,6.630615234
Abak,2013,Akwa Ibom,0,0,0,0,WER,2,258.8296436,192.6459503,169871.9353,0.576,0.01653333333,0.4026666667,178.1666712,7.7715411,5.02206074,2465.181808,389.3544983,15.30458159,0.5907657215,27.61057291,0.03840678108,25.52679426,102.2148325,26.93779904,2392.181818,64.14832536,1046.311005,8.751196172,4.823476026,2.064928891,162025.6208,911.7347986,148968.1107,13057.5101,0.9194108312,0.5551910223,0.3557333333,0.5744,0.01813333333,0.4026666667,0.5532713729,0.5509153871,10.05460262,6.630615234
Abak,2014,Akwa Ibom,0,0,0,0,WER,2,258.8296436,192.6459503,174525.8,0.5749333333,0.0176,0.4026666667,178.1666712,7.7715411,5.02206074,2465.181808,389.3544983,15.30458159,0.5907657215,27.61057291,0.03840678108,25.52679426,102.2148325,26.93779904,2392.181818,64.14832536,1046.311005,8.751196172,4.823476026,2.064928891,162025.6208,911.7347986,148968.1107,13057.5101,0.9194108312,0.5551910223,0.3557333333,0.5744,0.01813333333,0.4026666667,0.5532713729,0.5509153871,10.05460262,6.630615234
Abak,2015,Akwa Ibom,0,0,0,0,WER,2,258.8296436,192.6459503,180526.7977,0.5744,0.01813333333,0.4026666667,178.1666712,7.7715411,5.02206074,2465.181808,389.3544983,15.30458159,0.5907657215,27.61057291,0.03840678108,25.52679426,102.2148325,26.93779904,2392.181818,64.14832536,1046.311005,8.751196172,4.823476026,2.064928891,162025.6208,911.7347986,148968.1107,13057.5101,0.9194108312,0.5551910223,0.3557333333,0.5744,0.01813333333,0.4026666667,0.5532713729,0.5509153871,10.05460262,6.630615234
Abak,2016,Akwa Ibom,0,2,2,0,WER,2,258.8296436,192.6459503,185225.5602,0.568,0.01973333333,0.4074666667,178.1666712,7.7715411,5.02206074,2465.181808,389.3544983,15.30458159,0.5907657215,27.61057291,0.03840678108,25.52679426,102.2148325,26.93779904,2392.181818,64.14832536,1046.311005,8.751196172,4.823476026,2.064928891,162025.6208,911.7347986,148968.1107,13057.5101,0.9194108312,0.5551910223,0.3557333333,0.5744,0.01813333333,0.4026666667,0.5532713729,0.5509153871,10.05460262,6.630615234
Abak,2017,Akwa Ibom,0,0,0,0,SitRep_1,3,258.8296436,192.6459503,190701.8701,0.5637333333,0.01973333333,0.4117333333,178.1666712,7.7715411,5.02206074,2465.181808,389.3544983,15.30458159,0.5907657215,27.61057291,0.03840678108,25.52679426,102.2148325,26.93779904,2392.181818,64.14832536,1046.311005,8.751196172,4.823476026,2.064928891,162025.6208,911.7347986,148968.1107,13057.5101,0.9194108312,0.5551910223,0.3557333333,0.5744,0.01813333333,0.4026666667,0.5532713729,0.5509153871,10.05460262,6.630615234
Abak,2018,Akwa Ibom,0,1,1,0,SitRep_2,4,150.408394,152.1578979,195895.6583,0.5637333333,0.01973333333,0.4117333333,178.1666712,7.7715411,5.02206074,2465.181808,389.3544983,15.30458159,0.5907657215,27.61057291,0.03840678108,25.52679426,102.2148325,26.93779904,2392.181818,64.14832536,1046.311005,8.751196172,4.823476026,2.064928891,162025.6208,911.7347986,148968.1107,13057.5101,0.9194108312,0.5551910223,0.3557333333,0.5744,0.01813333333,0.4026666667,0.5532713729,0.5509153871,10.05460262,6.630615234
Abak,2019,Akwa Ibom,0,0,0,0,SitRep_2,5,150.408394,152.1578979,202747.681,0.5637333333,0.01973333333,0.4117333333,178.1666712,7.7715411,5.02206074,2465.181808,389.3544983,15.30458159,0.5907657215,27.61057291,0.03840678108,25.52679426,102.2148325,26.93779904,2392.181818,64.14832536,1046.311005,8.751196172,4.823476026,2.064928891,162025.6208,911.7347986,148968.1107,13057.5101,0.9194108312,0.5551910223,0.3557333333,0.5744,0.01813333333,0.4026666667,0.5532713729,0.5509153871,10.05460262,6.630615234
Abakaliki,2012,Ebonyi,9,9,18,1,WER,2,231.1651242,188.0507355,192291.5545,0.8849521482,0.02280594584,0.03828140908,463.3725574,8.21965361,6.25984497,2011.295713,376.5445552,7.224258642,0.7675999559,26.90979347,0.04585838519,26.62252747,143.3641026,28.86593407,2087.208791,72.61721612,959.6776557,15.23897059,8.223862953,2.365832782,194846.6491,420.9069781,121892.5745,72954.07456,0.6255820929,0.4353297556,0.4176338831,0.8804724089,0.02748930971,0.03828140908,0.7514158367,0.7316935478,12.23378372,6.492861271
Abakaliki,2013,Ebonyi,0,0,0,0,WER,2,231.1651242,188.0507355,194993.548,0.8833231521,0.02463856648,0.03828140908,463.3725574,8.21965361,6.25984497,2011.295713,376.5445552,7.224258642,0.7675999559,26.90979347,0.04585838519,26.62252747,143.3641026,28.86593407,2087.208791,72.61721612,959.6776557,15.23897059,8.223862953,2.365832782,194846.6491,420.9069781,121892.5745,72954.07456,0.6255820929,0.4353297556,0.4176338831,0.8804724089,0.02748930971,0.03828140908,0.7514158367,0.7316935478,12.23378372,6.492861271
Abakaliki,2014,Ebonyi,13,18,31,1,WER,2,231.1651242,188.0507355,205606.847,0.8808796579,0.02708206068,0.03828140908,463.3725574,8.21965361,6.25984497,2011.295713,376.5445552,7.224258642,0.7675999559,26.90979347,0.04585838519,26.62252747,143.3641026,28.86593407,2087.208791,72.61721612,959.6776557,15.23897059,8.223862953,2.365832782,194846.6491,420.9069781,121892.5745,72954.07456,0.6255820929,0.4353297556,0.4176338831,0.8804724089,0.02748930971,0.03828140908,0.7514158367,0.7316935478,12.23378372,6.492861271
Abakaliki,2015,Ebonyi,0,0,0,0,WER,2,231.1651242,188.0507355,210640.0286,0.8804724089,0.02748930971,0.03828140908,463.3725574,8.21965361,6.25984497,2011.295713,376.5445552,7.224258642,0.7675999559,26.90979347,0.04585838519,26.62252747,143.3641026,28.86593407,2087.208791,72.61721612,959.6776557,15.23897059,8.223862953,2.365832782,194846.6491,420.9069781,121892.5745,72954.07456,0.6255820929,0.4353297556,0.4176338831,0.8804724089,0.02748930971,0.03828140908,0.7514158367,0.7316935478,12.23378372,6.492861271
Abakaliki,2016,Ebonyi,2,5,7,1,WER,2,231.1651242,188.0507355,217947.3618,0.8788434127,0.02911830584,0.03828140908,463.3725574,8.21965361,6.25984497,2011.295713,376.5445552,7.224258642,0.7675999559,26.90979347,0.04585838519,26.62252747,143.3641026,28.86593407,2087.208791,72.61721612,959.6776557,15.23897059,8.223862953,2.365832782,194846.6491,420.9069781,121892.5745,72954.07456,0.6255820929,0.4353297556,0.4176338831,0.8804724089,0.02748930971,0.03828140908,0.7514158367,0.7316935478,12.23378372,6.492861271
Abakaliki,2017,Ebonyi,0,0,0,0,SitRep_1,3,231.1651242,188.0507355,225541.8958,0.8782325392,0.02932193036,0.0384850336,463.3725574,8.21965361,6.25984497,2011.295713,376.5445552,7.224258642,0.7675999559,26.90979347,0.04585838519,26.62252747,143.3641026,28.86593407,2087.208791,72.61721612,959.6776557,15.23897059,8.223862953,2.365832782,194846.6491,420.9069781,121892.5745,72954.07456,0.6255820929,0.4353297556,0.4176338831,0.8804724089,0.02748930971,0.03828140908,0.7514158367,0.7316935478,12.23378372,6.492861271
Abakaliki,2018,Ebonyi,24,113,137,1,SitRep_2,4,16.77518497,19.47642899,234018.7821,0.8782325392,0.02932193036,0.0384850336,463.3725574,8.21965361,6.25984497,2011.295713,376.5445552,7.224258642,0.7675999559,26.90979347,0.04585838519,26.62252747,143.3641026,28.86593407,2087.208791,72.61721612,959.6776557,15.23897059,8.223862953,2.365832782,194846.6491,420.9069781,121892.5745,72954.07456,0.6255820929,0.4353297556,0.4176338831,0.8804724089,0.02748930971,0.03828140908,0.7514158367,0.7316935478,12.23378372,6.492861271
Abakaliki,2019,Ebonyi,30,102,132,1,SitRep_2,5,16.77518497,19.47642899,237955.2652,0.8782325392,0.02932193036,0.0384850336,463.3725574,8.21965361,6.25984497,2011.295713,376.5445552,7.224258642,0.7675999559,26.90979347,0.04585838519,26.62252747,143.3641026,28.86593407,2087.208791,72.61721612,959.6776557,15.23897059,8.223862953,2.365832782,194846.6491,420.9069781,121892.5745,72954.07456,0.6255820929,0.4353297556,0.4176338831,0.8804724089,0.02748930971,0.03828140908,0.7514158367,0.7316935478,12.23378372,6.492861271
Abeokuta North,2012,Ogun,0,0,0,0,WER,2,81.60940541,78.25041962,300729.73,0.7188075083,0.02404612931,0.1894246105,768.4536316,3.17388749,7.22275096,1242.980973,223.105583,7.832618757,0.7070199853,28.1744791,0.04714301827,26.36578073,119.6676633,28.1166113,1107.580288,65.35548173,502.9125138,30.73783186,10.45867166,3.326749807,323331.3415,428.6272487,206351.3035,116980.038,0.6382038392,0.2158534802,0.2555514661,0.7148816096,0.0288308183,0.1894246105,0.5118413866,0.4565662022,29.81501579,22.46356201
